"","date","week","tree","time","plot","site","species","mpa_mean","lwc_mean","mean_swc_per_dry_g_y0","mean_swc_g_y0","lfm_y0_percent","lfm_y1_percent","lfm_both_percent","lma_g_cm2","alas_cm2_per_mm2","leaf_count","sla_cm_g","lwa_g_cm2","rwc_y0_percent"
"1",2022-03-08,10,"2004","pd","High","Cucu Mesa","blue oak",0.3335,2.02494061085973,NA,NA,229.321081409478,NA,NA,NA,NA,11,NA,NA,NA
"2",2022-03-08,10,"2004","pd","High","Cucu Mesa","blue oak",0.3335,2.02494061085973,NA,NA,229.321081409478,NA,NA,NA,NA,8,NA,NA,NA
"3",2022-03-08,10,"2004","pd","High","Cucu Mesa","blue oak",0.3335,2.02494061085973,NA,NA,229.321081409478,NA,NA,NA,NA,9,NA,NA,NA
"4",2022-03-08,10,"2004","md","High","Cucu Mesa","blue oak",1.65333333333333,1.78337099060783,NA,NA,175.405358241543,NA,NA,NA,NA,11,NA,NA,NA
"5",2022-03-08,10,"2004","md","High","Cucu Mesa","blue oak",1.65333333333333,1.78337099060783,NA,NA,175.405358241543,NA,NA,NA,NA,8,NA,NA,NA
"6",2022-03-08,10,"2004","md","High","Cucu Mesa","blue oak",1.65333333333333,1.78337099060783,NA,NA,175.405358241543,NA,NA,NA,NA,9,NA,NA,NA
"7",2022-03-08,10,"2005","pd","High","Cucu Mesa","blue oak",1.045,2.06130156027669,NA,NA,216.456239493544,NA,NA,NA,NA,7,NA,NA,NA
"8",2022-03-08,10,"2005","pd","High","Cucu Mesa","blue oak",1.045,2.06130156027669,NA,NA,216.456239493544,NA,NA,NA,NA,10,NA,NA,NA
"9",2022-03-08,10,"2005","pd","High","Cucu Mesa","blue oak",1.045,2.06130156027669,NA,NA,216.456239493544,NA,NA,NA,NA,8,NA,NA,NA
"10",2022-03-08,10,"2006","md","High","Cucu Mesa","blue oak",1.40666666666667,1.68979659386345,NA,NA,160.109994776784,NA,NA,NA,NA,7,NA,NA,NA
"11",2022-03-08,10,"2006","md","High","Cucu Mesa","blue oak",1.40666666666667,1.68979659386345,NA,NA,160.109994776784,NA,NA,NA,NA,8,NA,NA,NA
"12",2022-03-08,10,"2007","md","High","Cucu Mesa","blue oak",1.77,1.38916526753778,NA,NA,135.32197656088,NA,NA,NA,NA,NA,NA,NA,NA
"13",2022-03-08,10,"2007","pd","High","Cucu Mesa","blue oak",0.815,1.57849597787833,NA,NA,181.348536615486,NA,NA,NA,NA,NA,NA,NA,NA
"14",2022-03-08,10,"2020","md","Chamise","Chamise","blue oak",2.17333333333333,1.12870514147688,NA,NA,130.653336595938,NA,NA,NA,NA,NA,NA,NA,NA
"15",2022-03-08,10,"2021","md","Chamise","Chamise","blue oak",1.87333333333333,1.11980290467763,NA,NA,122.167042889391,NA,NA,NA,NA,NA,NA,NA,NA
"16",2022-03-08,10,"2023","md","Chamise","Chamise","live oak",1.656,1.18892696817916,NA,NA,112.728042626769,71.5462366421049,NA,NA,NA,NA,NA,NA,NA
"17",2022-03-08,10,"2024","md","Chamise","Chamise","blue oak",1.685,1.61262400793651,NA,NA,171.107445410574,NA,NA,NA,NA,NA,NA,NA,NA
"18",2022-03-08,10,"2025","md","Chamise","Chamise","blue oak",1.8025,1.11191550230729,NA,NA,123.072844040301,NA,NA,NA,NA,NA,NA,NA,NA
"19",NA,10,"2027","md",NA,NA,NA,NA,NA,NA,NA,109.351554826714,NA,NA,NA,NA,NA,NA,NA,NA
"20",2022-03-08,10,"2093","md","Low","PineNeedle","live oak",2.064,0.587192947932268,NA,NA,73.7353555535374,59.1451341451342,NA,NA,NA,NA,NA,NA,NA
"21",2022-03-08,10,"2301","pd","Hobbiton","LL","live oak",1.0105,0.726801256580669,NA,NA,NA,79.6445903716824,NA,NA,NA,NA,NA,NA,NA
"22",2022-03-08,10,"2331","md","Ridge","LL","live oak",2.22933333333333,0.69465014079764,NA,NA,148.343034534955,79.9191732261499,NA,NA,NA,NA,NA,NA,NA
"23",2022-03-08,10,"2331","pd","Ridge","LL","live oak",0.9335,0.672057759801404,NA,NA,46.8531468531468,66.5790932937822,NA,NA,NA,NA,NA,NA,NA
"24",2022-03-08,10,"2345","pd","Hobbiton","LL","live oak",0.301666666666667,NA,NA,NA,NA,85.5346648704582,NA,NA,NA,NA,NA,NA,NA
"25",2022-03-08,10,"2345","md","Hobbiton","LL","live oak",1.35233333333333,0.739601927474687,NA,NA,NA,77.5506143361687,NA,NA,NA,NA,NA,NA,NA
"26",2022-03-08,10,"2352","md","MiddleEarth","LL","live oak",2.44166666666667,0.617558321601063,NA,NA,NA,42.7924590433852,NA,NA,NA,NA,NA,NA,NA
"27",2022-03-08,10,"2354","pd","MiddleEarth","LL","live oak",2.47975,0.674120622085719,NA,NA,245.909926470588,83.1733824837931,NA,NA,NA,8,NA,NA,NA
"28",2022-03-08,10,"2354","pd","MiddleEarth","LL","live oak",2.47975,0.674120622085719,NA,NA,245.909926470588,83.1733824837931,NA,NA,NA,5,NA,NA,NA
"29",2022-03-08,10,"2366","pd","MiddleEarth","LL","blue oak",1.508,1.80352422907489,NA,NA,NA,164.427237531314,NA,NA,NA,NA,NA,NA,NA
"30",2022-03-08,10,"2376","md","MiddleEarth","LL","live oak",2.683,0.672467668538756,NA,NA,NA,73.5319484487815,NA,NA,NA,NA,NA,NA,NA
"31",2022-03-08,10,"2377","md","MiddleEarth","LL","live oak",2.21666666666667,1.2779567436198,NA,NA,189.396001701404,87.9660650599805,NA,NA,NA,6,NA,NA,NA
"32",2022-03-08,10,"2377","md","MiddleEarth","LL","live oak",2.21666666666667,1.2779567436198,NA,NA,189.396001701404,87.9660650599805,NA,NA,NA,5,NA,NA,NA
"33",2022-03-08,10,"2377","pd","MiddleEarth","LL","live oak",0.3665,NA,NA,NA,188.069636456733,80.8850289495451,NA,NA,NA,6,NA,NA,NA
"34",2022-03-08,10,"2377","pd","MiddleEarth","LL","live oak",0.3665,NA,NA,NA,188.069636456733,80.8850289495451,NA,NA,NA,5,NA,NA,NA
"35",2022-03-08,10,"2378","pd","MiddleEarth","LL","blue oak",1.02433333333333,1.35982805577392,NA,NA,148.985765124555,NA,NA,NA,NA,NA,NA,NA,NA
"36",2022-03-08,10,"2378","md","MiddleEarth","LL","blue oak",1.7875,1.39488995469623,NA,NA,155.201121724652,NA,NA,NA,NA,NA,NA,NA,NA
"37",2022-03-08,10,"2379","pd","MiddleEarth","LL","blue oak",1.23875,NA,NA,NA,131.538021037403,NA,NA,NA,NA,NA,NA,NA,NA
"38",2022-03-08,10,"2380","pd","MiddleEarth","LL","live oak",0.7378,NA,NA,NA,220.418508694371,73.4655172413793,NA,NA,NA,NA,NA,NA,NA
"39",2022-03-08,10,"2381","md","Weathertop","LL","blue oak",1.83433333333333,1.79684959227568,NA,NA,183.09866064858,NA,NA,NA,NA,NA,NA,NA,NA
"40",2022-03-08,10,"2381","pd","Weathertop","LL","blue oak",1.325,1.91173708920188,NA,NA,213.016054692062,383.793738489871,NA,NA,NA,NA,NA,NA,NA
"41",2022-03-08,10,"2382","pd","Weathertop","LL","blue oak",0.803333333333333,2.0256880733945,NA,NA,NA,203.425757413553,NA,NA,NA,NA,NA,NA,NA
"42",2022-03-08,10,"2383","pd","Weathertop","LL","blue oak",0.96,1.35391424177475,NA,NA,179.20462119529,NA,NA,NA,NA,NA,NA,NA,NA
"43",2022-03-08,10,"2384","pd","Weathertop","LL","blue oak",1.4495,NA,NA,NA,201.297047448354,NA,NA,NA,NA,NA,NA,NA,NA
"44",NA,10,"2389","md",NA,NA,NA,NA,NA,NA,NA,79.4472227183426,91.0682001769435,NA,NA,NA,NA,NA,NA,NA
"45",2022-03-15,11,"2020","pd","Chamise","Chamise","blue oak",1.58275,1.09438585579682,1.39786856127886,0.787,137.315906917437,NA,NA,NA,NA,6,NA,NA,78.2896107768247
